hidden1_dim,hidden2_dim,learning_rate,epochs,patience,number_of_batches,learning_shrink,input_dim,random_state,train_mse,val_mse,best_val_loss_train_loop,final_learning_rate,epochs_ran,status,seconds,error
64,128,0.1,100,10,4000,True,16,0,0.02890118518717022,0.0289395469450827,0.0289642862825085,0.0166771816996665,60.0,ok,108.675,
64,128,0.1,100,10,4000,False,16,0,0.02905595023913761,0.0291373453518761,0.0289948859689589,0.1,58.0,ok,106.544,
64,128,0.1,100,20,40,True,16,0,0.029460174102273695,0.0294214361519672,0.0295753131120245,0.0052334763302736,100.0,ok,181.595,
64,128,0.1,100,20,40,False,16,0,0.029416220266220938,0.0293999377325612,0.0294817138965791,0.1,100.0,ok,186.204,
64,128,0.1,100,20,400,True,16,0,0.02847859543011024,0.0285510263831338,0.0285559505705795,0.0047101286972462,100.0,ok,185.816,
64,128,0.1,100,20,400,False,16,0,0.02879842119956299,0.0288494379295416,0.0288656007390088,0.1,100.0,ok,188.599,
64,128,0.1,100,20,4000,True,16,0,0.02822962461075183,0.0283632944582803,0.0282912967253763,0.0109418989131512,73.0,ok,137.068,
64,128,0.1,100,20,4000,False,16,0,,,,,,error,36.988,"UnboundLocalError(""cannot access local variable 'best_params' where it is not associated with a value"")"
64,128,0.01,100,1,40,True,16,0,0.031391350423967714,0.0314897057646417,0.0315005595302949,0.0031381059609,100.0,ok,174.731,
64,128,0.01,100,1,40,False,16,0,0.0371126083377753,0.0370872662889072,0.0371909838654456,0.01,24.0,ok,43.288,
64,128,0.01,100,1,400,True,16,0,0.03076554799053164,0.0307992325945305,0.0307291903524849,0.01,12.0,ok,23.228,
64,128,0.01,100,1,400,False,16,0,0.030573895651198824,0.0306397265323344,0.030502890669101,0.01,12.0,ok,23.705,
64,128,0.01,100,1,4000,True,16,0,0.030036615044439295,0.0301584482031637,0.0299396765183689,0.01,3.0,ok,6.754,
64,128,0.01,100,1,4000,False,16,0,0.032429994558808385,0.0323605239686076,0.0300338717663048,0.01,3.0,ok,6.479,
64,128,0.01,100,3,40,True,16,0,0.03113559555997395,0.0314243975081346,0.0311636682152736,0.002541865828329,100.0,ok,185.735,
64,128,0.01,100,3,40,False,16,0,0.030722725724213966,0.0307121816552026,0.0307333256593605,0.01,100.0,ok,181.166,
